,sentiment,content
4792,sadness,Just Finished My English Final...Just One Step Closer To The End.
4798,sadness,"My leg broke, now I am waiting untile i can go again"
4801,sadness,@forgetmaine there's a 9 year waiting list to get an appointment.
4807,sadness,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!
4809,sadness,should not have waled past the Quad! I want to be outside having fun.
4819,sadness,@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.
4823,sadness,"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job"
4832,sadness,@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!
4843,sadness,another rainy day
4844,sadness,@TheCubs Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball
4845,sadness,"@evonmichelle It's my mum's. LOL They haven't got me anything yet.  Sad, Sad... haha"
4847,sadness,"@Wizardess I got a coupon, but I couldn't register it because you have to be in the US"
4851,sadness,"horrible dreams last night  also had one in which i was employed...sigh, if only."
4855,sadness,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
4857,sadness,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions
4875,sadness,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!"
4877,sadness,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away
4880,sadness,"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ..."
4881,sadness,@billbathgate ....any  sorry wahh!! lub u toooo ;)
4882,sadness,@LuvinMeSomeD That's how it was for me in March...it came sooo slow..then it was over in a heartbeat
4884,sadness,Finally back from the stupid holiday ! Missing the fit bar men though
4892,sadness,@GavinHolt i wish i was outside
4897,sadness,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0"
4898,sadness,@bimbler I have too much work to drink now.   but I do love afternoons in the pub.
4899,sadness,i got ill and tomorrow iï¿½ve got birthday...
4902,sadness,@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you
4904,sadness,watching chicago. @bambamonline honeyyyy im with you I miss me some hey arnold! and wild thornberrys
4905,sadness,Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!
4909,sadness,@SoSimplyMe. I'm sitting here with this girl that urk my nerves damm yo
4912,sadness,"well,only one week left of my holidays,sad sad"
4917,sadness,"@AndresHenriquez thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work"
4921,sadness,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO
4923,sadness,@izzyvideo Izzy!!! So sorry to hear that - what a disaster
4924,sadness,Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards
4928,sadness,thanks gourmetcook! But cold shower wouldn't help.
4934,sadness,@katieeeian143 you're missing the devil wears prada!!!!! sad...
4938,sadness,My hairstylist left the salon without telling me where she was going.   Damn!
4943,sadness,"TGIF, too bad the weather sucks..."
4950,sadness,@skoosie probably not. I hate when that happens!
4952,sadness,PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.
4955,sadness,Just paid my bills now I have no money
4957,sadness,@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away'
4958,sadness,"Warhammer 40k: Space Marines 'officially' announced, only for 360 and PS3.  No luck for PC gamers"
4962,sadness,@JoeWitless more nightmares?  *huggles*
4964,sadness,ugh back to work today
4966,sadness,I hate being young
4972,sadness,"@RichardMadeley Oh, final msg - Why didn't you review my boardgame Bookchaseï¿½ when you were on telly? We didn't even get a nice letter.."
4974,sadness,Field day.... Gt class...not winning...
4975,sadness,loves florida but misses her american friends
4978,sadness,"michael scofiled Noooooo !!  I hate the writer, director n production"
4995,sadness,@1Shan no sir...i woulda put honey...but i don't have any
4997,sadness,@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else
5000,sadness,darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....
5005,sadness,@jaceypants well piss on that. I can't get into their site @ work nor does it come thru on my phone.
5007,sadness,@CinemaChic I have the most failures using Lacie drives
5030,sadness,@AsherUK i wanted to go for my birthday...
5032,sadness,@omarjdavis lolol...i was trying to do that this morning but sadly i couldnt
5034,sadness,Another long walk in the heat... I hate this...
5035,sadness,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?"
5037,sadness,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor"
5044,sadness,@Jamjar84 that's mean of them!
5048,sadness,@acmaurer No wonder I didn't get into Urbana
5061,sadness,I ran out of Eclipse mints
5070,sadness,@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.
5077,sadness,I ran outta bathroom passes.  maybe mrs. French will be nice today?
5081,sadness,"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone..."
5083,sadness,@faulko1 i'm watchign the garden from the window...far too hot for me
5086,sadness,I slept so late
5095,sadness,...aw i want classic burger.
5096,sadness,i always feel last.
5101,sadness,@CostaVidaFred awwwwww sorry we're going to miss you!
5102,sadness,@kirstiealley So you wouldn't reply to my gorgeous hot pink shoe then?
5104,sadness,Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...
5119,sadness,"on the way home , no sleep  makeup and pedicure then graduation ceremony"
5127,sadness,@Debut_Steve yes....but now I'm not going to be paid to be in the pub
5128,sadness,@deegospel Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.
5135,sadness,wishing I got fij
5140,sadness,@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!
5143,sadness,Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;
5146,sadness,is tanning with emily! too bad its prob gonna rain
5147,sadness,I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.
5154,sadness,"@kiso666 omg!!!! I feel bad,  .Was it good?              ;"
5157,sadness,"Lunch time! Feeling really odd today, generally not great"
5159,sadness,Shopped til i dropped....come bac sunshine i miss u
5162,sadness,@joeburkel Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho
5164,sadness,@krist0ph3r Anything for @sgElectra. So sorry man  I am not a patsy generally...
5166,sadness,@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone
5179,sadness,"Once again, I'm dealing with cancer in my direct family. Bugger  Cancel sucks!"
5180,sadness,@KillzoneDotCom  tis a sad day
5182,sadness,My stomach effing hurts. Sadly there'll be no gym class this afternoon
5183,sadness,@lestockdrop i wish i was there too
5184,sadness,@faizis i wish for kiau to go cat heaven too. and meet my seuss
5185,sadness,@SteveChaiGuy Your Steve Chai sounds awesome. *wishes she had one now* But I'm stuck with: Idon'tknowwhatdamnbrandcoffeethisis
5188,sadness,Cab is so slow so I will probably miss the first beer...
5189,sadness,I AM SUCH A CREEPER  I feel disappointed because of it. Damn my cyberstalking skills   the internet = no more privacy.
5190,sadness,@tinogomes @MarceloN passed away
5199,sadness,in school w. linda doing nothing  ;i miss you
5201,sadness,Just got up thinkin about how weird it is w/out our dog
5208,sadness,@TeeRibbzz noo.. U dont even know how upset I am right now..
5210,sadness,"Well, @suzylake I discovered I can't swim.  I'm out.  Sorry"
5214,sadness,@gaspsiagore &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go
5224,sadness,shares I miss my niece and nephew. http://tinyurl.com/mrgqdc http://plurk.com/p/x1ap6
5228,sadness,Experiencing pain with paginating ASP.NET ListView controls
5244,sadness,i dont get it
5248,sadness,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.
5249,sadness,"Beyonce helps me through the day, I'm starting to get sick"
5250,sadness,Oh my poop. Stupid Twitter won't let me put up a new picture.
5251,sadness,(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.
5258,sadness,"My head is starting to ache again, and I have to reinstall operating systems on 31 computers."
5260,sadness,@hookedonwinter   your picture makes me thristy EVERYDAY!
5262,sadness,the columbus blue jackes may be movieing to anew city to play at  thats sad news
5263,sadness,"stupid rain, now our picnic is cancelled till tomorrow"
5267,sadness,Wants to go home with the seniors
5268,sadness,Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo
5269,sadness,"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain"
5284,sadness,crying so hard.......
5294,sadness,"@theguigirl Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday."
5300,sadness,ughhh have a tummy ache
5301,sadness,Why are we busy ugh I have the largest headache
5307,sadness,"has had a fab day on placement, But working all weekend."
5308,sadness,Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!
5311,sadness,"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;"
5312,sadness,pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..
5316,sadness,@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time
5319,sadness,@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.
5320,sadness,@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.
5321,sadness,missing ontario..
5328,sadness,what a bad day 1 of my close relative has died so i wont be going to florida
5330,sadness,phew! i am MELTING!  stupid fan - you picked a good day to stop working
5331,sadness,@meeshel that sucks.   did you save any of it?
5333,sadness,bad grades again
5337,sadness,@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $
5344,sadness,no internet in my pocket   edge network down in denver  *sob*
5347,sadness,@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted
5348,sadness,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.
5350,sadness,@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha
5354,sadness,@alwaysmuah Hey Ruthie girl... u send me all these lovely twitts but never respond!  I'm hurt... how's Mikey and Dion?
5355,sadness,heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;
5360,sadness,@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out
5362,sadness,there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!
5363,sadness,@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office
5364,sadness,"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!"
5367,sadness,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r."
5371,sadness,Now I'm all sad because I'll probably never see Fleetwood Mac.
5374,sadness,I feel guilty bc I think it's my fault the hard drive died
5376,sadness,Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight
5378,sadness,is in the costume shop cleaning and STARVING. Bring me food???
5380,sadness,"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain"
5403,sadness,@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality
5409,sadness,@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...
5411,sadness,@flyyKiDDangel lmao I need a shopping partner today.
5418,sadness,"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too."
5427,sadness,darn it that was supposed to be a haiku but the formatting failed me.
5432,sadness,Really wants to buy new clothes
5436,sadness,walk was grand peeps lol feet are really hurting now thought  xx
5440,sadness,How could they kill him? Hollyoaks made me sad.
5442,sadness,i need to get my life together aka my apartment all cleaned and back how it was before my birthday
5456,sadness,- me and my mom's cars were broken into.  I feel violated.
5459,sadness,My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!
5466,sadness,@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!
5469,sadness,"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms"
5478,sadness,I SO should've gone right now!!! *wish I could alter time!!  *
5485,sadness,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.
5487,sadness,@deadlyknitshade  OOh but you soon get to meet the dung mice!!
5492,sadness,"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!"
5496,sadness,"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/"
5498,sadness,@Brookeleeadams Gutted you won't be on live office girls anymore
5503,sadness,Taking my brother to the airport  Then gym.
5505,sadness,@esatt you don't wanna see me while you're here?
5514,sadness,just got home from school and from the wake of my friend's father.  so tired..
5515,sadness,"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone"
5516,sadness,Life can get soo Dull sometimes what do you do when u have no 1 around  x
5523,sadness,I'm too busy at work today...it is interferring with socializing
5527,sadness,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)"
5530,sadness,@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo
5531,sadness,the mall i once worked at has turned into a very depressing place
5540,sadness,(@isabelmariee) oh snap
5542,sadness,@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.
5546,sadness,http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!
5547,sadness,it's raining..
5552,sadness,@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!
5564,sadness,"@joinrick cool, not a big user of DM though"
5567,sadness,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18
5574,sadness,I don't like waiting
5586,sadness,tryin not to fall asleep at work...
5588,sadness,My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet
5589,sadness,@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.
5591,sadness,@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!
5604,sadness,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!"
5606,sadness,is very disappointed that cadbury chocolate blocks got smaller
5609,sadness,Hicks are mean!
5611,sadness,I miss my baby
5613,sadness,@myhaloromance My camera is brokennn
5617,sadness,@hippyofdoom I didn't even get a chance to shop @ Aldi!
5618,sadness,@bunburyette Come online! I need someone to talk to
5619,sadness,@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won
5627,sadness,My back is killing me. Stupid softball
5634,sadness,"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really"
5635,sadness,Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:
5642,sadness,@morethanfine I wish we could make a quick trip to LA in July  I miss LA
5643,sadness,@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...
5645,sadness,Conference call arranged for 4.30pm today just blew my leaving early out the window
5648,sadness,@AyeshaM13 bored in class. I wanna go home.
5659,sadness,@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x
5661,sadness,Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!
5662,sadness,"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one"
5663,sadness,RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.
5671,sadness,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me
5679,sadness,@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.
5687,sadness,why does zero have to have thomas in it?
5688,sadness,@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.
5690,sadness,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes
5697,sadness,@hummingbird604 yeah it can be tough some times..
5704,sadness,Another day in jury duty.
5721,sadness,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah
5733,sadness,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work
5736,sadness,"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!"
5738,sadness,On the road again. I miss my traveling traveling partner
5748,sadness,i wish i could go to meet in the middle tomorrow.
5763,sadness,@GatorsNow my feelings are hurt
5767,sadness,Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....
5777,sadness,@Lizzidoll I wish I was in va too
5783,sadness,"@MikeandBobShow   Awww, that wasn't very nice."
5788,sadness,Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...
5790,sadness,@jacobmaestas I don't think I'll ever have one of those again
5795,sadness,@wethehunter there is no sun here in florida..it's all rainy and cloudy.
5796,sadness,its so sad when the dad dies  hakuna matana it means no worries for...
5807,sadness,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..
5808,sadness,@andyjih Yep...sadly I only had 10 min before a meeting!
5826,sadness,@ohitsbigron Dang... that IS disappointing
5829,sadness,"TGIF.,..i wish that saying applied to me, but i work Saturdays"
5841,sadness,damn i miss my bf
5846,sadness,@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!
5858,sadness,"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises..."
5872,sadness,I'm going to stop tweeting and do my LSAT studying now.
5873,sadness,"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole"
5874,sadness,what am I going to do without my @brandinmusic?!  SKYPE! haha
5876,sadness,"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo."
5877,sadness,Damn fallout 3 is a hard game
5881,sadness,@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here
5882,sadness,@freecitysoul my film didn't come out  the camera was broken. lamesauce.
5884,sadness,"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday"
5886,sadness,I think I'm about to break my own heart. (as emo as that sounds)... meh.
5888,sadness,dammit i cant watch stadium music
5894,sadness,Laying in bed sore and snuggeling domino... I don't wanna work out today
5896,sadness,@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck
5898,sadness,It's raining  I can't go out to jogging... I have to do it in my house gym...
5901,sadness,thought I was going to have a fun day
5905,sadness,Felt one tooth without the braces bracket. I got soooo hype
5917,sadness,this phyllis hyman unsung story is so SAD
5927,sadness,at work with a HUGE headache
5929,sadness,i feel like shit
5930,sadness,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.
5937,sadness,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.
5940,sadness,my knees are sore after physio
5945,sadness,My coffee got cold blah!
5947,sadness,i lost my phone.
5949,sadness,Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?
5950,sadness,it is always sunny on days when i can't possible be outside.  life is out to get me
5957,sadness,"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo"
5959,sadness,@ingek73 I'm on blip but can't get it to work on me iPhone
5960,sadness,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.
5977,sadness,Awww sunthings wrong w/ my ubertwitter last nite.
5978,sadness,am about to sell my Medieval trading pavillion... v sad
5980,sadness,Ordered a new computer! Unfortunately it won't get here until the end of June.
5981,sadness,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad
5985,sadness,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly
5991,sadness,@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove
6006,sadness,@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?
6013,sadness,@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.
6016,sadness,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;
6017,sadness,god opened the clouds and said i hate you josh
6030,sadness,@autismvox for me they're not
6031,sadness,"omfg, my head"
6032,sadness,My job sucks!!!
6033,sadness,@jodywhitesides So sorry I missed it!
6037,sadness,Busy day! No time to tweet  Bmore what's happening this weekend?
6041,sadness,missss my friends and plav  time for a long day of work hahah
6042,sadness,so so tired..
6044,sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!
6047,sadness,@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-
6050,sadness,is tired and sad
6056,sadness,@Yurges loadsa shizze has happend  IM SO UPSET..
6058,sadness,why does my life suck?
6061,sadness,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.
6063,sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
6065,sadness,My computer died
6066,sadness,Conference call with HP.  They gave me an invalid pass code so I can't attend
6067,sadness,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying
6068,sadness,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!
6071,sadness,Massive headache
6076,sadness,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
6077,sadness,oh no! I just crashed my ball pump
6082,sadness,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard"
6086,sadness,@brittanytastic aww  that's horrible! xD
6090,sadness,OH. I am just so tired.
6096,sadness,My poor phone is nekkid without its cover.
6110,sadness,Well thats that then. Exam failed and bsc gone
6111,sadness,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!"
6121,sadness,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb"
6135,sadness,Everything is annoying me today
6141,sadness,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!
6146,sadness,I need some cheering up
6153,sadness,soo tired.. still kinda angry that i missed the concert
6154,sadness,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes
6155,sadness,leaving now  off to get my angry teethed pulled....
6159,sadness,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!
6164,sadness,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses
6173,sadness,crying real tears
6174,sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla
6176,sadness,my blow torch has broken  this is a REAL bummer
6178,sadness,@Spiffums I wasn't near him.
6195,sadness,My TI89 died. I don't know why.
6196,sadness,So sad I'm going to miss seeing Pennywise again this year
6213,sadness,@thejiggerjames  not the same.. Can we party tonight jig
6218,sadness,Hates moving
6221,sadness,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall."
6224,sadness,Missin my boo
6229,sadness,Murray just got broken
6234,sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
6246,sadness,@roxeecruz ur linky no worky
6253,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
6255,sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?
6264,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
6270,sadness,@TysonDueck Too bad.
6276,sadness,@thodwris RIP Michael
6284,sadness,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.
6285,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
6289,sadness,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5
6294,sadness,Sun has been making me happy =] Shame about work tonight  x
6298,sadness,@Nobilis I feel your pain. Mine is the same way
6302,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
6306,sadness,Wishes she had a pool
6310,sadness,Soooo not feeling well and I need to get out of bed
6311,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
6324,sadness,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx
6328,sadness,@feltbeats That's right... kick me when I'm down.
6333,sadness,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy
6337,sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
6344,sadness,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri
6358,sadness,sick of math
6372,sadness,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.
6373,sadness,@jephjacques my three most hated words are &quot;see you monday&quot;
6376,sadness,extremely bored.
6382,sadness,The computer at work hates me.  have to call tech support. Again...
6400,sadness,I wanna be out in the sunshineeeeeee
6402,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy"
6408,sadness,workout stunk...no headphones.
6415,sadness,"headache, headache, go away. come again another day...."
6417,sadness,i wish my drems could come true
6421,sadness,im at home....on a friday night.  but it's all good!
6423,sadness,"tired and bored, watching movies while i'm home alone"
6425,sadness,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad"
6429,sadness,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.
6439,sadness,i hate interviews. im going to do horrible today
6440,sadness,@BrendonBudness unfortunatley it is the tooth kind of crown
6445,sadness,@lexie_98 Kevin can't leave work until 2
6446,sadness,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
6452,sadness,"@RoxieDax Ten hours ago, I was was sleeping, sorry."
6457,sadness,is in route 2 da' beach! No sun yet
6458,sadness,Aww nobody likes the album I posted after a million attempts  Boohoo
6462,sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
6463,sadness,I really miss my phone  i cant wait till my new one comes
6464,sadness,now the pic wont load up on twitter
6465,sadness,@novemberlight I sometimes fail
6466,sadness,@fossiloflife was being sarcy as usual
6467,sadness,"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad"
6474,sadness,bad hair day
6478,sadness,@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.
6479,sadness,@sirhova I was supposed to go to philly as well....bailed out last minute
6483,sadness,@Cinderell4 bad luck  oh well next time you will be more lucky...
6485,sadness,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time"
6488,sadness,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???
6492,sadness,im sad about missing out on the opportunity to be in valencia's new video.
6495,sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
6502,sadness,"@AliceS1 hey, I can't make it to Makers tonight"
6508,sadness,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
6513,sadness,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend."
6514,sadness,"I wouldn't mind some sunshine and a walk. Where are you, summer??"
